Console,Title,Licensee,Released
NES,The Adventures of Lolo II,Hal America,1990-03-01
NES,The Adventures of Lolo III,Hal America,1991-09-01
NES,The Adventures of Rad Gravity,Activision,1990-12-01
NES,The Adventures of Rocky & Bullwinkle and Friends,THQ,1992-12-01
NES,The Adventures of Tom Sawyer,Seta,1989-08-01
NES,The Battle of Olympus,Broderbund,1989-12-01
NES,The Blues Brothers,Titus,1992-09-01
NES,The Bugs Bunny Birthday Blowout,Seika,1990-09-01
NES,The Bugs Bunny Crazy Castle,Seika,1989-08-01
NES,The Chessmaster,Hi-Tech,1990-01-01
NES,The Empire Strikes Back,JVC,1992-03-01
NES,The Flintstones,Taito Software,1991-12-01
NES,The Flintstones: The Surprise at Dinosaur Peak,Taito Software,1994-08-01
NES,The Goonies II,Konami,1987-11-01
NES,The Great Waldo Search,THQ,1992-12-01
NES,The Guardian Legend,Broderbund,1989-04-01
NES,The Hunt for Red October,Hi-Tech,1991-01-01
NES,The Immortal,Electronic Arts,1990-11-01
NES,The Incredible Crash Dummies,LJN,1994-08-01
NES,The Jetsons: Cogswell's Caper,Taito Software,1992-12-01
NES,The Jungle Book,Virgin Interactive,1994-08-01
NES,The Krion Conquest,Vic Tokai,1991-01-01
NES,The Last Ninja,Jaleco,1991-02-01
NES,The Last Starfighter,Mindscape,1990-06-01
NES,The Legacy of the Wizard,Broderbund,1989-04-01
NES,The Legend of Kage,Taito Software,1987-08-01
NES,The Legend of Zelda,Nintendo,1987-07-01
NES,The Little Mermaid,Capcom,1991-07-01
NES,The Lone Ranger,Konami,1991-08-01
NES,The Mafat Conspiracy: Golgo 13 II,Vic Tokai,1990-06-01
NES,The Mutant Virus,American Softworks,1992-04-01
NES,The Punisher,LJN,1990-11-01
NES,The Ren & Stimpy Show: Buckaroo$,THQ,1993-11-01
NES,The Rocketeer,Bandai,1991-05-01
NES,The Simpsons: Bart vs. the Space Mutants,Acclaim,1991-02-01
NES,The Simpsons: Bart vs. the World,Acclaim,1991-12-01
NES,The Simpsons: Bartman Meets Radioactive Man,Acclaim,1992-12-01
NES,The Terminator,Mindscape,1992-12-01
NES,The Three Stooges,Activision,1989-10-01
NES,The Untouchables,Ocean,1991-01-01
NES,The Young Indiana Jones Chronicles,Jaleco,1992-12-01
NES,Thunder & Lightning,Romstar,1990-12-01
NES,Thunderbirds,Activision,1990-09-01
NES,Thundercade,American Sammy,1989-07-01
NES,Tiger-Heli,Acclaim,1987-09-01
NES,Time Lord,Milton Bradley,1990-09-01
NES,Times of Lore,Toho,1991-05-01
NES,Tiny Toon Adventures,Konami,1991-12-01
NES,Tiny Toon Adventures 2: Trouble in Wackyland,Konami,1993-04-01
NES,Tiny Toon Adventures Cartoon Workshop,Konami,1992-12-01
NES,To the Earth,Nintendo,1989-11-01
NES,Toki,Taito Software,1991-12-01
NES,Tom & Jerry,Hi-Tech,1991-12-01
NES,Tombs & Treasure,Activision,1991-06-01
NES,Top Gun,Konami,1987-11-01
NES,Top Gun: The Second Mission,Konami,1990-01-01
NES,Total Recall,Acclaim,1990-08-01
NES,Totally Rad,Jaleco,1991-03-01
NES,Touchdown Fever,SNK,1991-02-01
NES,Town & Country II: Thrilla's Surfari,Acclaim,1992-03-01
NES,Town & Country Surf Designs,LJN,1988-02-01
NES,Toxic Crusaders,Bandai,1992-04-01
NES,Track & Field,Konami,1987-04-01
NES,Track & Field II,Konami,1989-06-01
NES,Treasure Master,American Softworks,1991-12-01
NES,Trog,Acclaim,1991-10-01
NES,Trojan,Capcom,1987-02-01
NES,Twin Cobra,American Sammy,1990-01-01
NES,Twin Eagle,Romstar,1989-10-01
NES,Ultima: Exodus,FCI,1989-02-01
NES,Ultima: Quest of the Avatar,FCI,1990-12-01
NES,Ultima: Warriors of Destiny,FCI,1993-01-01
NES,Ultimate Air Combat,Activision,1992-04-01
NES,Ultimate Basketball,American Sammy,1990-09-01
NES,Uncharted Waters,Koei,1991-11-01
NES,Uninvited,Seika,1991-06-01
NES,Urban Champion,Nintendo,1986-06-01
NES,Vegas Dream,Hal America,1990-03-01
NES,Vice: Project Doom,American Sammy,1991-11-01
NES,Videomation,THQ,1991-06-01
NES,Volleyball,Nintendo,1987-03-01
NES,Wacky Races,Atlus Software,1992-05-01
NES,Wall Street Kid,Sofel,1990-06-01
NES,Wario's Woods,Nintendo,1994-12-01
NES,Wayne Gretzky Hockey,THQ,1991-01-01
NES,Wayne's World,THQ,1993-11-01
NES,Werewolf: The Last Warrior,Data East,1990-11-01
NES,Wheel of Fortune,Gametek,1988-09-01
NES,Wheel of Fortune: Family Edition,Gametek,1990-03-01
NES,Wheel of Fortune: Featuring Vanna White,Gametek,1992-01-01
NES,Wheel of Fortune: Jr.,Gametek,1989-10-01
NES,Where in Time is Carmen Sandiego?,Konami,1991-10-01
NES,Where's Waldo?,THQ,1991-09-01
NES,Who Framed Roger Rabbit?,LJN,1989-09-01
NES,Whomp 'Em,Jaleco,1991-03-01
NES,Widget,Atlus Software,1992-11-01
NES,Wild Gunman,Nintendo,1985-10-01
NES,Willow,Capcom,1989-12-01
NES,"Win, Lose or Draw",Hi-Tech,1990-03-01
NES,Winter Games,Acclaim,1987-09-01
NES,Wizardry II: Knight of Diamonds,Ascii,1992-04-01
NES,Wizardry: Proving Grounds of the Mad Overlord,Ascii,1990-07-01
NES,Wizards & Warriors,Acclaim,1987-12-01
NES,Wizards & Warriors III,Acclaim,1992-03-01
NES,Wolverine,LJN,1991-10-01
NES,World Champ,Romstar,1991-04-01
NES,World Championship Wrestling,FCI,1990-04-01
NES,World Class Track Meet,Nintendo,1988-08-01
NES,World Games,Milton Bradley,1989-03-01
NES,Wrath of the Black Manta,Taito Software,1990-04-01
NES,Wrecking Crew,Nintendo,1985-10-01
NES,WrestleMania,Acclaim,1989-01-01
NES,Wurm: Journey to the Center of the Earth,Asmik,1991-11-01
NES,WWF King of the Ring,LJN,1993-11-01
NES,WWF Wrestlemania Challenge,LJN,1990-11-01
NES,WWF Wrestlemania: Steel Cage Challenge,Acclaim,1992-09-01
NES,Xenophobe,Sunsoft,1988-12-01
NES,Xevious,Bandai,1988-09-01
NES,Xexyz,Hudson Soft,1990-04-01
NES,Yo! Noid,Capcom,1990-11-01
NES,Yoshi,Nintendo,1992-06-01
NES,Yoshi's Cookie,Nintendo,1993-04-01
NES,Zanac,FCI,1987-10-01
NES,Zelda II: The Adventure of Link,Nintendo,1988-12-01
NES,Zen: Intergalactic Ninja,Konami,1993-03-01
NES,Zoda's Revenge: StarTropics II,Nintendo,1994-03-01
NES,Zombie Nation,Meldac,1991-09-01
